,Dates,Price
3955,10-12-2021,"4,800"
3956,11-12-2021,"4,803"
3957,12-12-2021,"4,831"
3958,13-12-2021,"4,859"
3959,14-12-2021,"4,859"
3960,15-12-2021,"4,864"
3961,16-12-2021,"4,808"
3962,17-12-2021,"4,796"
3963,18-12-2021,"4,794"
3964,19-12-2021,"4,816"
3965,20-12-2021,"4,819"
3966,21-12-2021,"4,816"
3967,22-12-2021,"4,788"
3968,23-12-2021,"4,790"
3969,24-12-2021,"4,801"
3970,25-12-2021,"4,782"
3971,26-12-2021,"4,787"
3972,27-12-2021,"4,703"
3973,28-12-2021,"4,703"
3974,29-12-2021,"4,703"
3975,30-12-2021,"4,758"
3976,31-12-2021,"4,760"
