,Dates,Price
932,25-07-2013,"2,604"
933,26-07-2013,"2,586"
934,27-07-2013,"2,577"
935,28-07-2013,"2,614"
936,29-07-2013,"2,591"
937,30-07-2013,"2,589"
938,31-07-2013,"2,561"
939,01-08-2013,"3,288"
940,02-08-2013,"3,265"
941,03-08-2013,"3,312"
942,04-08-2013,"3,329"
943,05-08-2013,"3,188"
944,06-08-2013,"3,173"
945,07-08-2013,"3,173"
946,08-08-2013,"3,173"
947,09-08-2013,"3,108"
948,10-08-2013,"3,113"
949,11-08-2013,"3,069"
950,12-08-2013,"3,050"
951,13-08-2013,"3,071"
952,14-08-2013,"3,079"
953,15-08-2013,"3,069"
954,16-08-2013,"2,915"
955,17-08-2013,"2,915"
956,18-08-2013,"2,879"
957,19-08-2013,"2,880"
958,20-08-2013,"2,790"
959,21-08-2013,"2,790"
960,22-08-2013,"2,790"
961,23-08-2013,"2,781"
962,24-08-2013,"2,758"
963,25-08-2013,"2,738"
964,26-08-2013,"2,759"
965,27-08-2013,"2,781"
966,28-08-2013,"2,845"
967,29-08-2013,"2,844"
968,30-08-2013,"2,786"
969,31-08-2013,"2,807"
970,01-09-2013,"3,032"
971,02-09-2013,"3,074"
972,03-09-2013,"3,074"
973,04-09-2013,"2,974"
974,05-09-2013,"2,979"
975,06-09-2013,"2,985"
976,07-09-2013,"2,960"
977,08-09-2013,"2,959"
978,09-09-2013,"2,991"
979,10-09-2013,"2,991"
980,11-09-2013,"2,989"
981,12-09-2013,"2,994"
982,13-09-2013,"2,938"
983,14-09-2013,"2,968"
984,15-09-2013,"2,945"
985,16-09-2013,"3,014"
986,17-09-2013,"2,955"
987,18-09-2013,"2,954"
988,19-09-2013,"2,997"
989,20-09-2013,"3,053"
990,21-09-2013,"3,061"
991,22-09-2013,"3,155"
992,23-09-2013,"3,186"
993,24-09-2013,"3,186"
994,25-09-2013,"3,165"
995,26-09-2013,"3,205"
996,27-09-2013,"3,260"
997,28-09-2013,"3,302"
998,29-09-2013,"3,254"
999,30-09-2013,"3,298"
1000,01-10-2013,"2,975"
1001,02-10-2013,"3,010"
1002,03-10-2013,"3,015"
1003,04-10-2013,"3,071"
1004,05-10-2013,"3,071"
1005,06-10-2013,"3,071"
1006,07-10-2013,"3,046"
1007,08-10-2013,"3,016"
1008,09-10-2013,"3,008"
1009,10-10-2013,"2,967"
1010,11-10-2013,"2,949"
1011,12-10-2013,"2,949"
1012,13-10-2013,"2,949"
1013,14-10-2013,"2,940"
1014,15-10-2013,"2,878"
1015,16-10-2013,"2,876"
1016,17-10-2013,"2,842"
1017,18-10-2013,"2,835"
1018,19-10-2013,"2,835"
1019,20-10-2013,"2,835"
1020,21-10-2013,"2,837"
1021,22-10-2013,"2,886"
1022,23-10-2013,"2,907"
1023,24-10-2013,"2,946"
1024,25-10-2013,"2,908"
1025,26-10-2013,"2,908"
1026,27-10-2013,"2,908"
1027,28-10-2013,"2,937"
1028,29-10-2013,"2,965"
1029,30-10-2013,"2,965"
1030,31-10-2013,"2,951"
1031,01-11-2013,"3,022"
1032,02-11-2013,"3,005"
1033,03-11-2013,"2,993"
1034,04-11-2013,"2,997"
1035,05-11-2013,"3,010"
1036,06-11-2013,"2,964"
1037,07-11-2013,"2,983"
1038,08-11-2013,"2,983"
1039,09-11-2013,"2,987"
1040,10-11-2013,"2,995"
1041,11-11-2013,"3,015"
1042,12-11-2013,"2,999"
1043,13-11-2013,"3,008"
1044,14-11-2013,"3,033"
1045,15-11-2013,"3,033"
1046,16-11-2013,"3,026"
1047,17-11-2013,"3,003"
1048,18-11-2013,"3,000"
1049,19-11-2013,"3,004"
1050,20-11-2013,"2,975"
1051,21-11-2013,"2,976"
1052,22-11-2013,"2,976"
1053,23-11-2013,"2,974"
1054,24-11-2013,"2,982"
1055,25-11-2013,"2,966"
1056,26-11-2013,"2,959"
1057,27-11-2013,"2,984"
1058,28-11-2013,"2,983"
1059,29-11-2013,"2,983"
1060,30-11-2013,"2,977"
1061,01-12-2013,"2,810"
1062,02-12-2013,"2,838"
1063,03-12-2013,"2,855"
1064,04-12-2013,"2,855"
1065,05-12-2013,"2,842"
1066,06-12-2013,"2,843"
1067,07-12-2013,"2,843"
1068,08-12-2013,"2,831"
1069,09-12-2013,"2,834"
1070,10-12-2013,"2,855"
1071,11-12-2013,"2,854"
1072,12-12-2013,"2,829"
1073,13-12-2013,"2,837"
1074,14-12-2013,"2,868"
1075,15-12-2013,"2,874"
1076,16-12-2013,"2,882"
1077,17-12-2013,"2,944"
1078,18-12-2013,"2,942"
1079,19-12-2013,"2,918"
1080,20-12-2013,"2,918"
1081,21-12-2013,"2,944"
1082,22-12-2013,"2,908"
1083,23-12-2013,"2,888"
1084,24-12-2013,"2,897"
1085,25-12-2013,"2,897"
1086,26-12-2013,"2,890"
1087,27-12-2013,"2,903"
1088,28-12-2013,"3,022"
1089,29-12-2013,"3,004"
1090,30-12-2013,"3,002"
1091,31-12-2013,"3,022"
1092,01-01-2014,"2,929"
1093,02-01-2014,"2,942"
1094,03-01-2014,"2,936"
1095,04-01-2014,"2,949"
1096,05-01-2014,"2,954"
1097,06-01-2014,"2,954"
1098,07-01-2014,"2,951"
1099,08-01-2014,"2,930"
1100,09-01-2014,"2,905"
1101,10-01-2014,"2,915"
1102,11-01-2014,"2,917"
1103,12-01-2014,"2,928"
1104,13-01-2014,"2,928"
1105,14-01-2014,"2,925"
1106,15-01-2014,"2,896"
1107,16-01-2014,"2,899"
1108,17-01-2014,"2,889"
1109,18-01-2014,"2,908"
1110,19-01-2014,"2,902"
1111,20-01-2014,"2,902"
1112,21-01-2014,"2,902"
1113,22-01-2014,"2,882"
1114,23-01-2014,"2,875"
1115,24-01-2014,"2,873"
1116,25-01-2014,"2,883"
1117,26-01-2014,"2,906"
1118,27-01-2014,"2,915"
1119,28-01-2014,"2,915"
1120,29-01-2014,"2,890"
1121,30-01-2014,"2,841"
1122,31-01-2014,"2,839"
1123,01-02-2014,"3,005"
1124,02-02-2014,"3,005"
1125,03-02-2014,"3,016"
1126,04-02-2014,"3,010"
1127,05-02-2014,"2,989"
1128,06-02-2014,"2,989"
1129,07-02-2014,"2,988"
1130,08-02-2014,"2,981"
1131,09-02-2014,"2,985"
1132,10-02-2014,"2,987"
1133,11-02-2014,"3,000"
1134,12-02-2014,"2,934"
1135,13-02-2014,"2,934"
1136,14-02-2014,"2,934"
1137,15-02-2014,"2,918"
1138,16-02-2014,"2,909"
1139,17-02-2014,"2,904"
1140,18-02-2014,"2,892"
1141,19-02-2014,"2,876"
1142,20-02-2014,"2,876"
1143,21-02-2014,"2,875"
1144,22-02-2014,"2,866"
1145,23-02-2014,"2,866"
1146,24-02-2014,"2,863"
1147,25-02-2014,"2,962"
1148,26-02-2014,"2,946"
1149,27-02-2014,"2,950"
1150,28-02-2014,"2,944"
1151,01-03-2014,"2,839"
1152,02-03-2014,"2,839"
1153,03-03-2014,"2,839"
1154,04-03-2014,"2,818"
1155,05-03-2014,"2,832"
1156,06-03-2014,"2,845"
1157,07-03-2014,"2,897"
1158,08-03-2014,"2,918"
1159,09-03-2014,"2,976"
1160,10-03-2014,"2,974"
1161,11-03-2014,"2,971"
1162,12-03-2014,"2,976"
1163,13-03-2014,"3,003"
1164,14-03-2014,"3,015"
1165,15-03-2014,"3,038"
1166,16-03-2014,"3,059"
1167,17-03-2014,"3,059"
1168,18-03-2014,"3,047"
1169,19-03-2014,"3,038"
1170,20-03-2014,"3,023"
1171,21-03-2014,"2,999"
1172,22-03-2014,"2,997"
1173,23-03-2014,"3,014"
1174,24-03-2014,"3,014"
1175,25-03-2014,"3,022"
1176,26-03-2014,"2,992"
1177,27-03-2014,"3,013"
1178,28-03-2014,"3,011"
1179,29-03-2014,"3,008"
1180,30-03-2014,"3,008"
1181,31-03-2014,"3,008"
1182,01-04-2014,"2,862"
1183,02-04-2014,"2,872"
1184,03-04-2014,"2,890"
1185,04-04-2014,"2,890"
1186,05-04-2014,"2,890"
1187,06-04-2014,"2,880"
1188,07-04-2014,"2,880"
1189,08-04-2014,"2,858"
1190,09-04-2014,"2,851"
1191,10-04-2014,"2,831"
1192,11-04-2014,"2,853"
1193,12-04-2014,"2,853"
1194,13-04-2014,"2,853"
1195,14-04-2014,"2,849"
1196,15-04-2014,"2,836"
1197,16-04-2014,"2,836"
1198,17-04-2014,"2,876"
1199,18-04-2014,"2,876"
1200,19-04-2014,"2,876"
1201,20-04-2014,"2,868"
1202,21-04-2014,"2,838"
1203,22-04-2014,"2,838"
1204,23-04-2014,"2,836"
1205,24-04-2014,"2,825"
1206,25-04-2014,"2,825"
1207,26-04-2014,"2,825"
1208,27-04-2014,"2,845"
1209,28-04-2014,"2,815"
1210,29-04-2014,"2,805"
1211,30-04-2014,"2,815"
1212,01-05-2014,"2,690"
1213,02-05-2014,"2,672"
1214,03-05-2014,"2,658"
1215,04-05-2014,"2,674"
1216,05-05-2014,"2,691"
1217,06-05-2014,"2,733"
1218,07-05-2014,"2,738"
1219,08-05-2014,"2,738"
1220,09-05-2014,"2,718"
1221,10-05-2014,"2,711"
1222,11-05-2014,"2,742"
1223,12-05-2014,"2,808"
1224,13-05-2014,"2,811"
1225,14-05-2014,"2,813"
1226,15-05-2014,"2,813"
1227,16-05-2014,"2,805"
1228,17-05-2014,"2,845"
1229,18-05-2014,"2,847"
1230,19-05-2014,"2,848"
1231,20-05-2014,"2,841"
1232,21-05-2014,"2,851"
1233,22-05-2014,"2,851"
1234,23-05-2014,"2,851"
1235,24-05-2014,"2,849"
1236,25-05-2014,"2,852"
1237,26-05-2014,"2,886"
1238,27-05-2014,"2,886"
1239,28-05-2014,"2,886"
1240,29-05-2014,"2,886"
1241,30-05-2014,"2,855"
1242,31-05-2014,"2,854"
1243,01-06-2014,"2,757"
1244,02-06-2014,"2,768"
1245,03-06-2014,"2,768"
1246,04-06-2014,"2,763"
1247,05-06-2014,"2,759"
1248,06-06-2014,"2,761"
1249,07-06-2014,"2,761"
1250,08-06-2014,"2,759"
1251,09-06-2014,"2,765"
1252,10-06-2014,"2,765"
1253,11-06-2014,"2,750"
1254,12-06-2014,"2,680"
1255,13-06-2014,"2,670"
1256,14-06-2014,"2,661"
1257,15-06-2014,"2,662"
1258,16-06-2014,"2,662"
1259,17-06-2014,"2,662"
1260,18-06-2014,"2,632"
1261,19-06-2014,"2,602"
1262,20-06-2014,"2,602"
1263,21-06-2014,"2,596"
1264,22-06-2014,"2,583"
1265,23-06-2014,"2,587"
1266,24-06-2014,"2,587"
1267,25-06-2014,"2,581"
1268,26-06-2014,"2,578"
1269,27-06-2014,"2,665"
1270,28-06-2014,"2,668"
1271,29-06-2014,"2,666"
1272,30-06-2014,"2,690"
1273,01-07-2014,"2,780"
1274,02-07-2014,"2,776"
1275,03-07-2014,"2,785"
1276,04-07-2014,"2,792"
1277,05-07-2014,"2,793"
1278,06-07-2014,"2,793"
1279,07-07-2014,"2,763"
1280,08-07-2014,"2,763"
1281,09-07-2014,"2,788"
1282,10-07-2014,"2,783"
1283,11-07-2014,"2,800"
1284,12-07-2014,"2,800"
1285,13-07-2014,"2,800"
1286,14-07-2014,"2,794"
1287,15-07-2014,"2,768"
1288,16-07-2014,"2,761"
1289,17-07-2014,"2,763"
1290,18-07-2014,"2,775"
1291,19-07-2014,"2,832"
1292,20-07-2014,"2,832"
1293,21-07-2014,"2,826"
1294,22-07-2014,"2,759"
1295,23-07-2014,"2,750"
1296,24-07-2014,"2,741"
1297,25-07-2014,"2,741"
1298,26-07-2014,"2,758"
1299,27-07-2014,"2,758"
1300,28-07-2014,"2,746"
1301,29-07-2014,"2,745"
1302,30-07-2014,"2,754"
1303,31-07-2014,"2,781"
1304,01-08-2014,"2,801"
1305,02-08-2014,"2,801"
1306,03-08-2014,"2,790"
1307,04-08-2014,"2,778"
1308,05-08-2014,"2,778"
1309,06-08-2014,"2,777"
1310,07-08-2014,"2,773"
1311,08-08-2014,"2,780"
1312,09-08-2014,"2,780"
1313,10-08-2014,"2,774"
1314,11-08-2014,"2,773"
1315,12-08-2014,"2,817"
1316,13-08-2014,"2,823"
1317,14-08-2014,"2,829"
1318,15-08-2014,"2,862"
1319,16-08-2014,"2,862"
1320,17-08-2014,"2,862"
1321,18-08-2014,"2,853"
1322,19-08-2014,"2,863"
1323,20-08-2014,"2,858"
1324,21-08-2014,"2,854"
1325,22-08-2014,"2,860"
1326,23-08-2014,"2,860"
1327,24-08-2014,"2,859"
1328,25-08-2014,"2,856"
1329,26-08-2014,"2,815"
1330,27-08-2014,"2,803"
1331,28-08-2014,"2,788"
1332,29-08-2014,"2,812"
1333,30-08-2014,"2,804"
1334,31-08-2014,"2,782"
1335,01-09-2014,"2,682"
1336,02-09-2014,"2,680"
1337,03-09-2014,"2,680"
1338,04-09-2014,"2,679"
1339,05-09-2014,"2,679"
1340,06-09-2014,"2,643"
1341,07-09-2014,"2,655"
1342,08-09-2014,"2,651"
1343,09-09-2014,"2,635"
1344,10-09-2014,"2,650"
1345,11-09-2014,"2,650"
1346,12-09-2014,"2,650"
1347,13-09-2014,"2,658"
1348,14-09-2014,"2,689"
1349,15-09-2014,"2,693"
1350,16-09-2014,"2,690"
1351,17-09-2014,"2,690"
1352,18-09-2014,"2,690"
1353,19-09-2014,"2,683"
1354,20-09-2014,"2,697"
1355,21-09-2014,"2,717"
1356,22-09-2014,"2,717"
1357,23-09-2014,"2,711"
1358,24-09-2014,"2,739"
1359,25-09-2014,"2,739"
1360,26-09-2014,"2,736"
1361,27-09-2014,"2,745"
1362,28-09-2014,"2,738"
1363,29-09-2014,"2,755"
1364,30-09-2014,"2,792"
1365,01-10-2014,"2,593"
1366,02-10-2014,"2,658"
1367,03-10-2014,"2,704"
1368,04-10-2014,"2,714"
1369,05-10-2014,"2,714"
1370,06-10-2014,"2,717"
1371,07-10-2014,"2,717"
1372,08-10-2014,"2,712"
1373,09-10-2014,"2,712"
1374,10-10-2014,"2,743"
1375,11-10-2014,"2,740"
1376,12-10-2014,"2,723"
1377,13-10-2014,"2,726"
1378,14-10-2014,"2,726"
1379,15-10-2014,"2,719"
1380,16-10-2014,"2,724"
1381,17-10-2014,"2,724"
1382,18-10-2014,"2,696"
1383,19-10-2014,"2,697"
1384,20-10-2014,"2,697"
1385,21-10-2014,"2,697"
1386,22-10-2014,"2,687"
1387,23-10-2014,"2,672"
1388,24-10-2014,"2,674"
1389,25-10-2014,"2,668"
1390,26-10-2014,"2,651"
1391,27-10-2014,"2,651"
1392,28-10-2014,"2,651"
1393,29-10-2014,"2,654"
1394,30-10-2014,"2,684"
1395,31-10-2014,"2,685"
1396,01-11-2014,"2,582"
1397,02-11-2014,"2,582"
1398,03-11-2014,"2,590"
1399,04-11-2014,"2,620"
1400,05-11-2014,"2,633"
1401,06-11-2014,"2,636"
1402,07-11-2014,"2,640"
1403,08-11-2014,"2,640"
1404,09-11-2014,"2,640"
1405,10-11-2014,"2,643"
1406,11-11-2014,"2,641"
1407,12-11-2014,"2,659"
1408,13-11-2014,"2,632"
1409,14-11-2014,"2,637"
1410,15-11-2014,"2,645"
1411,16-11-2014,"2,615"
1412,17-11-2014,"2,565"
1413,18-11-2014,"2,575"
1414,19-11-2014,"2,569"
1415,20-11-2014,"2,547"
1416,21-11-2014,"2,568"
1417,22-11-2014,"2,593"
1418,23-11-2014,"2,587"
1419,24-11-2014,"2,524"
1420,25-11-2014,"2,544"
1421,26-11-2014,"2,540"
1422,27-11-2014,"2,595"
1423,28-11-2014,"2,596"
1424,29-11-2014,"2,614"
1425,30-11-2014,"2,614"
1426,01-12-2014,"2,669"
1427,02-12-2014,"2,675"
1428,03-12-2014,"2,685"
1429,04-12-2014,"2,706"
1430,05-12-2014,"2,702"
1431,06-12-2014,"2,659"
1432,07-12-2014,"2,658"
1433,08-12-2014,"2,658"
1434,09-12-2014,"2,657"
1435,10-12-2014,"2,661"
1436,11-12-2014,"2,700"
1437,12-12-2014,"2,700"
1438,13-12-2014,"2,679"
1439,14-12-2014,"2,680"
1440,15-12-2014,"2,700"
1441,16-12-2014,"2,701"
1442,17-12-2014,"2,711"
1443,18-12-2014,"2,720"
1444,19-12-2014,"2,720"
1445,20-12-2014,"2,710"
1446,21-12-2014,"2,705"
1447,22-12-2014,"2,714"
1448,23-12-2014,"2,635"
1449,24-12-2014,"2,635"
1450,25-12-2014,"2,638"
1451,26-12-2014,"2,638"
1452,27-12-2014,"2,639"
1453,28-12-2014,"2,627"
1454,29-12-2014,"2,616"
1455,30-12-2014,"2,613"
1456,31-12-2014,"2,533"
1457,01-01-2015,"2,792"
1458,02-01-2015,"2,742"
1459,03-01-2015,"2,755"
1460,04-01-2015,"2,780"
1461,05-01-2015,"2,760"
1462,06-01-2015,"2,790"
1463,07-01-2015,"2,790"
1464,08-01-2015,"2,788"
1465,09-01-2015,"2,784"
1466,10-01-2015,"2,782"
1467,11-01-2015,"2,790"
1468,12-01-2015,"2,770"
1469,13-01-2015,"2,760"
1470,14-01-2015,"2,760"
1471,15-01-2015,"2,760"
1472,16-01-2015,"2,742"
1473,17-01-2015,"2,681"
1474,18-01-2015,"2,693"
1475,19-01-2015,"2,700"
1476,20-01-2015,"2,680"
1477,21-01-2015,"2,680"
1478,22-01-2015,"2,680"
1479,23-01-2015,"2,674"
1480,24-01-2015,"2,680"
1481,25-01-2015,"2,716"
1482,26-01-2015,"2,695"
1483,27-01-2015,"2,674"
1484,28-01-2015,"2,674"
1485,29-01-2015,"2,674"
1486,30-01-2015,"2,641"
1487,31-01-2015,"2,668"
1488,01-02-2015,"2,609"
1489,02-02-2015,"2,611"
1490,03-02-2015,"2,612"
1491,04-02-2015,"2,605"
1492,05-02-2015,"2,605"
1493,06-02-2015,"2,600"
1494,07-02-2015,"2,628"
1495,08-02-2015,"2,626"
1496,09-02-2015,"2,619"
1497,10-02-2015,"2,613"
1498,11-02-2015,"2,610"
1499,12-02-2015,"2,618"
1500,13-02-2015,"2,669"
1501,14-02-2015,"2,669"
1502,15-02-2015,"2,669"
1503,16-02-2015,"2,652"
1504,17-02-2015,"2,655"
1505,18-02-2015,"2,668"
1506,19-02-2015,"2,682"
1507,20-02-2015,"2,682"
1508,21-02-2015,"2,682"
1509,22-02-2015,"2,677"
1510,23-02-2015,"2,677"
1511,24-02-2015,"2,725"
1512,25-02-2015,"2,745"
1513,26-02-2015,"2,746"
1514,27-02-2015,"2,777"
1515,28-02-2015,"2,795"
1516,01-03-2015,"2,618"
1517,02-03-2015,"2,642"
1518,03-03-2015,"2,659"
1519,04-03-2015,"2,659"
1520,05-03-2015,"2,651"
1521,06-03-2015,"2,648"
1522,07-03-2015,"2,625"
1523,08-03-2015,"2,615"
1524,09-03-2015,"2,609"
1525,10-03-2015,"2,617"
1526,11-03-2015,"2,617"
1527,12-03-2015,"2,593"
1528,13-03-2015,"2,564"
1529,14-03-2015,"2,552"
1530,15-03-2015,"2,554"
1531,16-03-2015,"2,574"
1532,17-03-2015,"2,591"
1533,18-03-2015,"2,591"
1534,19-03-2015,"2,560"
1535,20-03-2015,"2,560"
1536,21-03-2015,"2,573"
1537,22-03-2015,"2,583"
1538,23-03-2015,"2,599"
1539,24-03-2015,"2,599"
1540,25-03-2015,"2,599"
1541,26-03-2015,"2,616"
1542,27-03-2015,"2,645"
1543,28-03-2015,"2,641"
1544,29-03-2015,"2,641"
1545,30-03-2015,"2,648"
1546,31-03-2015,"2,648"
1547,01-04-2015,"2,670"
1548,02-04-2015,"2,707"
1549,03-04-2015,"2,699"
1550,04-04-2015,"2,672"
1551,05-04-2015,"2,672"
1552,06-04-2015,"2,669"
1553,07-04-2015,"2,668"
1554,08-04-2015,"2,662"
1555,09-04-2015,"2,666"
1556,10-04-2015,"2,676"
1557,11-04-2015,"2,681"
1558,12-04-2015,"2,681"
1559,13-04-2015,"2,681"
1560,14-04-2015,"2,664"
1561,15-04-2015,"2,659"
1562,16-04-2015,"2,649"
1563,17-04-2015,"2,643"
1564,18-04-2015,"2,668"
1565,19-04-2015,"2,679"
1566,20-04-2015,"2,679"
1567,21-04-2015,"2,652"
1568,22-04-2015,"2,649"
1569,23-04-2015,"2,672"
1570,24-04-2015,"2,687"
1571,25-04-2015,"2,660"
1572,26-04-2015,"2,660"
1573,27-04-2015,"2,660"
1574,28-04-2015,"2,660"
1575,29-04-2015,"2,645"
1576,30-04-2015,"2,617"
1577,01-05-2015,"2,685"
1578,02-05-2015,"2,685"
1579,03-05-2015,"2,679"
1580,04-05-2015,"2,674"
1581,05-05-2015,"2,686"
1582,06-05-2015,"2,689"
1583,07-05-2015,"2,708"
1584,08-05-2015,"2,708"
1585,09-05-2015,"2,708"
1586,10-05-2015,"2,708"
1587,11-05-2015,"2,711"
1588,12-05-2015,"2,721"
1589,13-05-2015,"2,728"
1590,14-05-2015,"2,745"
1591,15-05-2015,"2,745"
1592,16-05-2015,"2,745"
1593,17-05-2015,"2,729"
1594,18-05-2015,"2,743"
1595,19-05-2015,"2,709"
1596,20-05-2015,"2,685"
1597,21-05-2015,"2,683"
1598,22-05-2015,"2,689"
1599,23-05-2015,"2,689"
1600,24-05-2015,"2,683"
1601,25-05-2015,"2,687"
1602,26-05-2015,"2,686"
1603,27-05-2015,"2,678"
1604,28-05-2015,"2,662"
1605,29-05-2015,"2,662"
1606,30-05-2015,"2,662"
1607,31-05-2015,"2,655"
1608,01-06-2015,"2,646"
1609,02-06-2015,"2,653"
1610,03-06-2015,"2,653"
1611,04-06-2015,"2,652"
1612,05-06-2015,"2,642"
1613,06-06-2015,"2,649"
1614,07-06-2015,"2,650"
1615,08-06-2015,"2,661"
1616,09-06-2015,"2,671"
1617,10-06-2015,"2,709"
1618,11-06-2015,"2,707"
1619,12-06-2015,"2,704"
1620,13-06-2015,"2,687"
1621,14-06-2015,"2,681"
1622,15-06-2015,"2,691"
1623,16-06-2015,"2,683"
1624,17-06-2015,"2,690"
1625,18-06-2015,"2,690"
1626,19-06-2015,"2,689"
1627,20-06-2015,"2,679"
1628,21-06-2015,"2,687"
1629,22-06-2015,"2,678"
1630,23-06-2015,"2,672"
1631,24-06-2015,"2,672"
1632,25-06-2015,"2,672"
1633,26-06-2015,"2,665"
1634,27-06-2015,"2,659"
1635,28-06-2015,"2,675"
1636,29-06-2015,"2,668"
1637,30-06-2015,"2,672"
1638,01-07-2015,"2,456"
1639,02-07-2015,"2,461"
1640,03-07-2015,"2,471"
1641,04-07-2015,"2,471"
1642,05-07-2015,"2,479"
1643,06-07-2015,"2,479"
1644,07-07-2015,"2,479"
1645,08-07-2015,"2,449"
1646,09-07-2015,"2,467"
1647,10-07-2015,"2,461"
1648,11-07-2015,"2,492"
1649,12-07-2015,"2,494"
1650,13-07-2015,"2,549"
1651,14-07-2015,"2,549"
1652,15-07-2015,"2,549"
1653,16-07-2015,"2,572"
1654,17-07-2015,"2,578"
1655,18-07-2015,"2,592"
1656,19-07-2015,"2,596"
1657,20-07-2015,"2,606"
1658,21-07-2015,"2,605"
1659,22-07-2015,"2,604"
1660,23-07-2015,"2,607"
1661,24-07-2015,"2,588"
1662,25-07-2015,"2,597"
1663,26-07-2015,"2,621"
1664,27-07-2015,"2,634"
1665,28-07-2015,"2,630"
1666,29-07-2015,"2,619"
1667,30-07-2015,"2,614"
1668,31-07-2015,"2,641"
1669,01-08-2015,"2,658"
1670,02-08-2015,"2,663"
1671,03-08-2015,"2,663"
1672,04-08-2015,"2,629"
1673,05-08-2015,"2,620"
1674,06-08-2015,"2,625"
1675,07-08-2015,"2,670"
1676,08-08-2015,"2,722"
1677,09-08-2015,"2,722"
1678,10-08-2015,"2,722"
1679,11-08-2015,"2,680"
1680,12-08-2015,"2,618"
1681,13-08-2015,"2,594"
1682,14-08-2015,"2,588"
1683,15-08-2015,"2,577"
1684,16-08-2015,"2,577"
1685,17-08-2015,"2,577"
1686,18-08-2015,"2,578"
1687,19-08-2015,"2,588"
1688,20-08-2015,"2,542"
1689,21-08-2015,"2,512"
1690,22-08-2015,"2,489"
1691,23-08-2015,"2,489"
1692,24-08-2015,"2,489"
1693,25-08-2015,"2,476"
1694,26-08-2015,"2,467"
1695,27-08-2015,"2,464"
1696,28-08-2015,"2,460"
1697,29-08-2015,"2,473"
1698,30-08-2015,"2,485"
1699,31-08-2015,"2,485"
1700,01-09-2015,"2,582"
1701,02-09-2015,"2,626"
1702,03-09-2015,"2,638"
1703,04-09-2015,"2,673"
1704,05-09-2015,"2,673"
1705,06-09-2015,"2,668"
1706,07-09-2015,"2,647"
1707,08-09-2015,"2,620"
1708,09-09-2015,"2,620"
1709,10-09-2015,"2,632"
1710,11-09-2015,"2,647"
1711,12-09-2015,"2,647"
1712,13-09-2015,"2,616"
1713,14-09-2015,"2,617"
1714,15-09-2015,"2,597"
1715,16-09-2015,"2,597"
1716,17-09-2015,"2,596"
1717,18-09-2015,"2,596"
1718,19-09-2015,"2,596"
1719,20-09-2015,"2,595"
1720,21-09-2015,"2,606"
1721,22-09-2015,"2,601"
1722,23-09-2015,"2,643"
1723,24-09-2015,"2,651"
1724,25-09-2015,"2,654"
1725,26-09-2015,"2,653"
1726,27-09-2015,"2,638"
1727,28-09-2015,"2,635"
1728,29-09-2015,"2,663"
1729,30-09-2015,"2,667"
1730,01-10-2015,"2,649"
1731,02-10-2015,"2,651"
1732,03-10-2015,"2,672"
1733,04-10-2015,"2,693"
1734,05-10-2015,"2,682"
1735,06-10-2015,"2,680"
1736,07-10-2015,"2,682"
1737,08-10-2015,"2,682"
1738,09-10-2015,"2,677"
1739,10-10-2015,"2,686"
1740,11-10-2015,"2,696"
1741,12-10-2015,"2,693"
1742,13-10-2015,"2,693"
1743,14-10-2015,"2,715"
1744,15-10-2015,"2,715"
1745,16-10-2015,"2,708"
1746,17-10-2015,"2,711"
1747,18-10-2015,"2,693"
1748,19-10-2015,"2,668"
1749,20-10-2015,"2,662"
1750,21-10-2015,"2,662"
1751,22-10-2015,"2,662"
1752,23-10-2015,"2,645"
1753,24-10-2015,"2,635"
1754,25-10-2015,"2,647"
1755,26-10-2015,"2,634"
1756,27-10-2015,"2,580"
1757,28-10-2015,"2,580"
1758,29-10-2015,"2,580"
1759,30-10-2015,"2,578"
1760,31-10-2015,"2,575"
1761,01-11-2015,"2,495"
1762,02-11-2015,"2,507"
1763,03-11-2015,"2,507"
1764,04-11-2015,"2,521"
1765,05-11-2015,"2,522"
1766,06-11-2015,"2,519"
1767,07-11-2015,"2,515"
1768,08-11-2015,"2,511"
1769,09-11-2015,"2,525"
1770,10-11-2015,"2,525"
1771,11-11-2015,"2,529"
1772,12-11-2015,"2,506"
1773,13-11-2015,"2,503"
1774,14-11-2015,"2,520"
1775,15-11-2015,"2,537"
1776,16-11-2015,"2,537"
1777,17-11-2015,"2,537"
1778,18-11-2015,"2,533"
1779,19-11-2015,"2,541"
1780,20-11-2015,"2,547"
1781,21-11-2015,"2,564"
1782,22-11-2015,"2,553"
1783,23-11-2015,"2,553"
1784,24-11-2015,"2,552"
1785,25-11-2015,"2,552"
1786,26-11-2015,"2,574"
1787,27-11-2015,"2,590"
1788,28-11-2015,"2,619"
1789,29-11-2015,"2,647"
1790,30-11-2015,"2,649"
1791,01-12-2015,"2,488"
1792,02-12-2015,"2,502"
1793,03-12-2015,"2,512"
1794,04-12-2015,"2,514"
1795,05-12-2015,"2,522"
1796,06-12-2015,"2,522"
1797,07-12-2015,"2,515"
1798,08-12-2015,"2,506"
1799,09-12-2015,"2,516"
1800,10-12-2015,"2,532"
1801,11-12-2015,"2,509"
1802,12-12-2015,"2,509"
1803,13-12-2015,"2,509"
1804,14-12-2015,"2,484"
1805,15-12-2015,"2,488"
1806,16-12-2015,"2,522"
1807,17-12-2015,"2,529"
1808,18-12-2015,"2,542"
1809,19-12-2015,"2,567"
